Field of Study,Current Occupation,Age,Gender,Years of Experience,Education Level,Industry Growth Rate,Job Satisfaction,Work-Life Balance,Job Opportunities,Salary,Job Security,Career Change Interest,Skills Gap,Certifications,Freelancing Experience,Geographic Mobility,Professional Networks,Career Change Events,Technology Adoption,Likely to Change Occupation,Education Level (ord),Industry Growth Rate (ord)
Computer Science,Software Developer,54.0,Female,34.0,PhD,Medium,7.0,2.0,87.0,132334.0,5.0,0.0,8.0,1.0,0.0,1.0,7.0,2.0,3.0,0.0,3.0,1.0
Economics,Economist,46.0,Male,32.0,High School,Low,1.0,10.0,45.0,186223.0,4.0,1.0,6.0,0.0,0.0,0.0,9.0,2.0,6.0,1.0,0.0,0.0
Psychology,Software Developer,45.0,Female,15.0,High School,Low,3.0,10.0,16.0,59720.0,3.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0
Psychology,Teacher,33.0,Male,39.0,Master's,High,3.0,10.0,2.0,182392.0,1.0,1.0,8.0,1.0,0.0,0.0,3.0,2.0,5.0,1.0,2.0,2.0
Medicine,Teacher,39.0,Female,4.0,High School,Low,10.0,2.0,13.0,184390.0,4.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0
Arts,Biologist,37.0,Male,31.0,Bachelor's,Medium,4.0,2.0,4.0,189742.0,6.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,6.0,1.0,1.0,1.0
Business,Software Developer,48.0,Male,31.0,High School,High,6.0,6.0,16.0,137304.0,4.0,0.0,5.0,1.0,0.0,0.0,10.0,2.0,3.0,0.0,0.0,2.0
Law,Artist,21.0,Female,29.0,PhD,High,1.0,6.0,46.0,106408.0,9.0,1.0,4.0,0.0,0.0,1.0,6.0,1.0,6.0,1.0,3.0,2.0
Arts,Biologist,24.0,Female,21.0,Bachelor's,Medium,6.0,4.0,27.0,91494.0,9.0,0.0,10.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0
Biology,Doctor,53.0,Male,31.0,PhD,Low,4.0,1.0,81.0,143554.0,4.0,0.0,6.0,1.0,0.0,0.0,4.0,0.0,9.0,1.0,3.0,0.0
Mechanical Engineering,Mechanical Engineer,25.0,Female,18.0,PhD,High,1.0,3.0,24.0,174391.0,4.0,0.0,10.0,0.0,0.0,0.0,4.0,2.0,6.0,1.0,3.0,2.0
Biology,Biologist,58.0,Male,39.0,Master's,Medium,1.0,10.0,22.0,116140.0,4.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,9.0,1.0,2.0,1.0
Arts,Teacher,35.0,Female,9.0,PhD,High,8.0,8.0,2.0,137407.0,10.0,0.0,6.0,1.0,1.0,1.0,8.0,2.0,8.0,0.0,3.0,2.0
Biology,Biologist,36.0,Male,33.0,High School,Medium,5.0,1.0,71.0,151074.0,8.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0
Business,Mechanical Engineer,35.0,Male,24.0,Master's,Medium,5.0,3.0,74.0,167096.0,9.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,1.0
Psychology,Doctor,38.0,Male,23.0,Master's,High,10.0,5.0,22.0,182271.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,2.0,2.0
Biology,Artist,54.0,Male,36.0,Bachelor's,High,1.0,1.0,16.0,194238.0,7.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,1.0,2.0
Arts,Doctor,49.0,Female,4.0,High School,High,8.0,2.0,68.0,184737.0,6.0,0.0,7.0,0.0,1.0,0.0,3.0,2.0,6.0,0.0,0.0,2.0
Economics,Teacher,48.0,Male,10.0,Master's,Medium,9.0,10.0,57.0,186512.0,3.0,0.0,6.0,1.0,0.0,1.0,8.0,0.0,7.0,0.0,2.0,1.0
Education,Economist,28.0,Female,14.0,PhD,Medium,6.0,1.0,71.0,118566.0,7.0,0.0,8.0,1.0,0.0,0.0,2.0,1.0,8.0,0.0,3.0,1.0
Biology,Artist,41.0,Male,39.0,Master's,High,9.0,9.0,51.0,70816.0,8.0,0.0,9.0,0.0,1.0,0.0,4.0,2.0,5.0,0.0,2.0,2.0
Economics,Economist,45.0,Female,3.0,PhD,High,7.0,9.0,6.0,142618.0,7.0,0.0,4.0,1.0,0.0,0.0,8.0,2.0,3.0,0.0,3.0,2.0
Psychology,Artist,45.0,Female,34.0,Bachelor's,Low,4.0,2.0,12.0,80607.0,3.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0
Medicine,Teacher,44.0,Female,16.0,PhD,Low,1.0,5.0,2.0,112754.0,8.0,0.0,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,3.0,0.0
Mechanical Engineering,Economist,35.0,Female,38.0,Master's,Low,2.0,10.0,7.0,60288.0,1.0,0.0,5.0,1.0,0.0,0.0,4.0,0.0,9.0,1.0,2.0,0.0
Economics,Software Developer,37.0,Male,17.0,Bachelor's,Low,1.0,9.0,18.0,147555.0,8.0,0.0,9.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,1.0,0.0
Arts,Artist,46.0,Male,22.0,Bachelor's,High,6.0,8.0,18.0,68217.0,8.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,1.0,2.0
Biology,Biologist,28.0,Female,0.0,PhD,High,10.0,7.0,34.0,198471.21,9.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,3.0,2.0
Mechanical Engineering,Mechanical Engineer,48.0,Male,23.0,Master's,Medium,3.0,7.0,95.0,198471.21,6.0,0.0,9.0,1.0,0.0,1.0,6.0,1.0,3.0,1.0,2.0,1.0
Law,Biologist,46.0,Female,13.0,PhD,High,2.0,10.0,49.0,198471.21,7.0,0.0,3.0,0.0,0.0,1.0,10.0,2.0,1.0,1.0,3.0,2.0
Education,Artist,51.0,Female,21.0,Bachelor's,High,2.0,10.0,25.0,192750.0,3.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,7.0,1.0,1.0,2.0
Business,Psychologist,58.0,Male,35.0,Bachelor's,Low,10.0,3.0,85.0,171853.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0
Economics,Teacher,51.0,Male,38.0,High School,Medium,5.0,1.0,25.0,172301.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,1.0
Biology,Business Analyst,47.0,Male,31.0,Bachelor's,Medium,8.0,2.0,25.0,162371.0,7.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,3.0,1.0,1.0,1.0
Mechanical Engineering,Economist,45.0,Male,23.0,High School,High,2.0,7.0,5.0,45956.0,9.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0
Psychology,Psychologist,38.0,Male,34.0,PhD,Low,1.0,6.0,86.0,40768.0,1.0,0.0,8.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,3.0,0.0
Arts,Teacher,25.0,Female,19.0,Master's,Medium,9.0,2.0,31.0,93039.0,10.0,0.0,10.0,0.0,0.0,1.0,9.0,0.0,7.0,0.0,2.0,1.0
Mechanical Engineering,Lawyer,31.0,Male,26.0,PhD,Medium,7.0,5.0,36.0,107340.0,6.0,0.0,9.0,0.0,0.0,0.0,7.0,1.0,4.0,0.0,3.0,1.0
Arts,Doctor,26.0,Male,20.0,High School,Medium,2.0,8.0,75.0,55956.0,2.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0
Medicine,Lawyer,27.0,Female,24.0,Master's,Low,1.0,7.0,26.0,45903.0,4.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,4.0,1.0,2.0,0.0
Medicine,Lawyer,31.0,Male,8.0,Bachelor's,Medium,4.0,2.0,26.0,103071.0,5.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0
Mechanical Engineering,Teacher,58.0,Male,13.0,Bachelor's,Low,8.0,9.0,85.0,33754.0,3.0,0.0,8.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0
Economics,Artist,28.0,Male,19.0,Bachelor's,Medium,10.0,6.0,50.0,86350.0,1.0,1.0,5.0,0.0,0.0,0.0,8.0,1.0,8.0,1.0,1.0,1.0
Arts,Artist,51.0,Male,31.0,PhD,Low,2.0,8.0,35.0,42573.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,10.0,1.0,3.0,0.0
Economics,Teacher,31.0,Male,14.0,PhD,Medium,6.0,7.0,11.0,70975.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,3.0,1.0
Mechanical Engineering,Business Analyst,43.0,Female,10.0,High School,Medium,8.0,6.0,52.0,154420.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,1.0
Biology,Software Developer,45.0,Male,23.0,Master's,Low,7.0,6.0,26.0,120540.0,6.0,1.0,8.0,1.0,0.0,1.0,1.0,1.0,10.0,1.0,2.0,0.0
Psychology,Software Developer,57.0,Female,29.0,PhD,High,7.0,6.0,2.0,169023.0,8.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,3.0,2.0
Medicine,Artist,50.0,Female,10.0,Bachelor's,Medium,9.0,3.0,88.0,49789.0,5.0,0.0,3.0,0.0,0.0,1.0,6.0,1.0,7.0,1.0,1.0,1.0
Business,Software Developer,25.0,Female,30.0,Master's,Medium,5.0,2.0,32.0,80222.0,2.0,0.0,6.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,2.0,1.0
Biology,Psychologist,57.0,Female,21.0,High School,Low,10.0,10.0,30.0,175337.0,4.0,0.0,9.0,1.0,1.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0
Economics,Doctor,27.0,Female,33.0,High School,Medium,3.0,1.0,72.0,62309.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,1.0
Psychology,Teacher,45.0,Male,33.0,High School,Medium,5.0,3.0,26.0,101295.0,9.0,0.0,10.0,1.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0,1.0
Economics,Mechanical Engineer,56.0,Male,37.0,PhD,Medium,7.0,5.0,99.0,89439.0,5.0,0.0,9.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,1.0
Medicine,Software Developer,49.0,Female,6.0,Bachelor's,Medium,8.0,1.0,58.0,133810.0,8.0,0.0,5.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0,1.0,1.0
Law,Lawyer,46.0,Female,0.0,Bachelor's,Low,7.0,2.0,91.0,44537.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0
Computer Science,Biologist,58.0,Female,8.0,PhD,High,2.0,8.0,87.0,109601.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,8.0,1.0,3.0,2.0
Mechanical Engineering,Artist,38.0,Female,24.0,Master's,Low,2.0,10.0,10.0,120480.0,10.0,0.0,4.0,0.0,0.0,1.0,5.0,2.0,9.0,1.0,2.0,0.0
Education,Economist,30.0,Male,31.0,High School,High,4.0,4.0,30.0,176485.0,10.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,2.0
Education,Economist,31.0,Male,14.0,High School,High,7.0,2.0,4.0,131107.0,2.0,0.0,2.0,1.0,0.0,0.0,6.0,2.0,3.0,0.0,0.0,2.0
Education,Doctor,25.0,Female,2.0,PhD,Low,4.0,6.0,10.0,55979.0,6.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,5.0,1.0,3.0,0.0
Economics,Teacher,30.0,Male,22.0,PhD,High,5.0,4.0,95.0,124521.0,5.0,0.0,8.0,1.0,0.0,0.0,4.0,2.0,10.0,0.0,3.0,2.0
Medicine,Mechanical Engineer,24.0,Female,5.0,High School,Medium,7.0,9.0,13.0,132897.0,9.0,0.0,10.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,1.0
Arts,Lawyer,41.0,Female,17.0,PhD,Medium,2.0,7.0,31.0,143020.0,2.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,8.0,1.0,3.0,1.0
Education,Lawyer,37.0,Male,22.0,PhD,Medium,8.0,8.0,39.0,47628.0,2.0,0.0,4.0,0.0,0.0,1.0,7.0,0.0,10.0,1.0,3.0,1.0
Law,Doctor,35.0,Female,32.0,Master's,High,5.0,2.0,41.0,59867.0,9.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0
Arts,Economist,28.0,Female,22.0,High School,High,9.0,4.0,14.0,52323.0,8.0,0.0,4.0,0.0,1.0,0.0,10.0,2.0,7.0,0.0,0.0,2.0
Business,Psychologist,31.0,Female,37.0,PhD,High,4.0,4.0,66.0,168973.0,7.0,0.0,5.0,0.0,0.0,0.0,9.0,2.0,8.0,1.0,3.0,2.0
Arts,Teacher,51.0,Male,34.0,High School,Low,1.0,3.0,99.0,51185.0,8.0,1.0,3.0,0.0,0.0,0.0,6.0,0.0,7.0,1.0,0.0,0.0
Medicine,Economist,45.0,Male,37.0,Bachelor's,Low,1.0,3.0,64.0,180738.0,9.0,0.0,8.0,0.0,0.0,1.0,8.0,1.0,10.0,1.0,1.0,0.0
Arts,Artist,22.0,Male,1.0,High School,High,10.0,9.0,91.0,158593.0,10.0,1.0,7.0,0.0,0.0,0.0,7.0,0.0,8.0,1.0,0.0,2.0
Law,Economist,26.0,Female,4.0,Bachelor's,Medium,7.0,10.0,10.0,43095.0,6.0,0.0,4.0,0.0,1.0,0.0,7.0,1.0,3.0,1.0,1.0,1.0
Business,Business Analyst,55.0,Female,5.0,Bachelor's,High,4.0,7.0,76.0,128857.0,9.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0
Computer Science,Doctor,33.0,Female,34.0,PhD,High,8.0,1.0,17.0,195915.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,2.0
Education,Business Analyst,27.0,Male,35.0,High School,Low,8.0,5.0,41.0,33293.0,10.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0
Education,Lawyer,31.0,Female,24.0,Master's,Medium,4.0,1.0,27.0,115236.0,4.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,8.0,1.0,2.0,1.0
Medicine,Artist,33.0,Male,18.0,PhD,Medium,9.0,1.0,76.0,65401.0,7.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,9.0,1.0,3.0,1.0
Business,Economist,58.0,Female,2.0,High School,Low,10.0,4.0,87.0,193413.0,7.0,0.0,2.0,1.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0
Biology,Psychologist,27.0,Female,9.0,High School,Medium,4.0,5.0,76.0,61359.0,5.0,0.0,4.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0
Education,Biologist,49.0,Female,39.0,Master's,Low,3.0,4.0,7.0,158042.0,6.0,0.0,7.0,0.0,0.0,0.0,6.0,2.0,8.0,1.0,2.0,0.0
Mechanical Engineering,Economist,36.0,Female,19.0,PhD,High,4.0,8.0,53.0,53940.0,2.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,9.0,1.0,3.0,2.0
Law,Economist,54.0,Male,30.0,High School,Medium,6.0,8.0,70.0,79389.0,10.0,1.0,7.0,0.0,0.0,0.0,8.0,2.0,4.0,1.0,0.0,1.0
Mechanical Engineering,Economist,52.0,Female,27.0,PhD,Low,1.0,10.0,33.0,150448.0,5.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0
Medicine,Software Developer,43.0,Female,13.0,PhD,Low,2.0,8.0,75.0,139548.0,4.0,0.0,5.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,0.0
Education,Artist,38.0,Male,38.0,Master's,High,8.0,1.0,60.0,61619.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,2.0,2.0
Law,Mechanical Engineer,33.0,Male,24.0,PhD,High,9.0,8.0,20.0,77855.0,10.0,0.0,9.0,0.0,0.0,0.0,10.0,1.0,8.0,0.0,3.0,2.0
Mechanical Engineering,Psychologist,43.0,Female,19.0,PhD,Medium,10.0,1.0,46.0,114277.0,8.0,0.0,7.0,1.0,0.0,1.0,9.0,1.0,2.0,0.0,3.0,1.0
Arts,Artist,38.0,Male,20.0,Bachelor's,Medium,10.0,1.0,98.0,181981.0,7.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,1.0,1.0
Medicine,Teacher,49.0,Female,33.0,High School,Medium,7.0,5.0,61.0,160174.0,4.0,1.0,10.0,0.0,0.0,0.0,8.0,1.0,10.0,1.0,0.0,1.0
Law,Psychologist,32.0,Male,12.0,Master's,Low,3.0,6.0,85.0,168447.0,5.0,0.0,9.0,1.0,0.0,1.0,7.0,1.0,8.0,1.0,2.0,0.0
Psychology,Psychologist,36.0,Male,2.0,Master's,Low,10.0,9.0,47.0,147383.0,1.0,0.0,8.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,2.0,0.0
Computer Science,Mechanical Engineer,30.0,Female,24.0,Bachelor's,High,7.0,1.0,46.0,131751.0,10.0,0.0,8.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,1.0,2.0
Computer Science,Artist,46.0,Female,16.0,Master's,High,3.0,1.0,2.0,98895.0,6.0,1.0,10.0,0.0,0.0,1.0,7.0,0.0,4.0,1.0,2.0,2.0
Computer Science,Mechanical Engineer,57.0,Female,28.0,Bachelor's,High,2.0,5.0,12.0,181283.0,7.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,8.0,1.0,1.0,2.0
Psychology,Doctor,27.0,Female,1.0,Bachelor's,Medium,9.0,10.0,79.0,163234.0,6.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,9.0,1.0,1.0,1.0
Computer Science,Lawyer,28.0,Female,0.0,Bachelor's,Low,10.0,9.0,94.0,44202.0,4.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0
Medicine,Artist,53.0,Male,31.0,High School,High,8.0,10.0,31.0,48839.0,7.0,0.0,4.0,0.0,0.0,1.0,5.0,2.0,7.0,1.0,0.0,2.0
Arts,Doctor,27.0,Male,3.0,PhD,Medium,3.0,7.0,59.0,151896.0,2.0,0.0,4.0,1.0,0.0,1.0,7.0,0.0,9.0,1.0,3.0,1.0
Computer Science,Software Developer,37.0,Female,24.0,Master's,Low,7.0,1.0,44.0,146294.0,8.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,2.0,0.0
Economics,Artist,25.0,Male,16.0,PhD,Low,2.0,7.0,43.0,94737.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,6.0,1.0,3.0,0.0
Arts,Business Analyst,57.0,Male,32.0,Master's,Low,1.0,8.0,5.0,180700.0,9.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,6.0,1.0,2.0,0.0
Medicine,Software Developer,31.0,Male,8.0,PhD,High,7.0,4.0,63.0,113525.0,6.0,0.0,3.0,0.0,0.0,0.0,7.0,2.0,6.0,0.0,3.0,2.0
Economics,Software Developer,41.0,Female,36.0,PhD,Medium,5.0,9.0,54.0,96332.0,5.0,0.0,9.0,0.0,0.0,1.0,5.0,2.0,6.0,0.0,3.0,1.0
Business,Biologist,46.0,Male,23.0,High School,Medium,6.0,9.0,3.0,162183.0,6.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,3.0,0.0,0.0,1.0
Computer Science,Psychologist,26.0,Female,30.0,PhD,Low,5.0,1.0,89.0,108391.0,10.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,10.0,0.0,3.0,0.0
Law,Teacher,56.0,Female,27.0,High School,High,3.0,8.0,99.0,180630.0,10.0,0.0,5.0,1.0,0.0,0.0,9.0,1.0,10.0,1.0,0.0,2.0
Computer Science,Mechanical Engineer,48.0,Male,1.0,PhD,Low,5.0,1.0,77.0,152750.0,10.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,3.0,0.0
Arts,Psychologist,27.0,Male,21.0,PhD,High,5.0,10.0,16.0,95177.0,7.0,0.0,9.0,1.0,0.0,0.0,7.0,1.0,3.0,0.0,3.0,2.0
Arts,Economist,30.0,Female,25.0,Master's,Medium,1.0,5.0,90.0,66322.0,4.0,0.0,9.0,1.0,0.0,1.0,6.0,0.0,7.0,1.0,2.0,1.0
Business,Teacher,25.0,Male,16.0,High School,Low,7.0,6.0,70.0,187119.0,4.0,0.0,3.0,1.0,1.0,0.0,9.0,1.0,9.0,0.0,0.0,0.0
Medicine,Business Analyst,39.0,Female,10.0,Master's,Low,3.0,5.0,43.0,75500.0,6.0,0.0,7.0,1.0,0.0,0.0,9.0,1.0,4.0,1.0,2.0,0.0
Education,Biologist,49.0,Female,23.0,Bachelor's,Medium,6.0,5.0,24.0,73393.0,2.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,1.0
Law,Lawyer,43.0,Male,30.0,PhD,Low,8.0,3.0,48.0,31880.71,8.0,0.0,6.0,0.0,1.0,0.0,7.0,1.0,10.0,1.0,3.0,0.0
Business,Software Developer,59.0,Female,13.0,High School,Medium,9.0,9.0,60.0,61803.0,4.0,0.0,9.0,0.0,0.0,0.0,6.0,2.0,7.0,0.0,0.0,1.0
Education,Software Developer,48.0,Male,39.0,Bachelor's,High,8.0,5.0,2.0,57875.0,7.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,1.0,2.0
Medicine,Software Developer,59.0,Male,29.0,Bachelor's,Low,8.0,4.0,92.0,143362.0,1.0,0.0,8.0,0.0,0.0,0.0,7.0,2.0,10.0,0.0,1.0,0.0
Psychology,Psychologist,21.0,Male,28.0,Bachelor's,High,1.0,10.0,68.0,188937.0,10.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,2.0
Education,Mechanical Engineer,28.0,Male,18.0,PhD,Low,6.0,9.0,74.0,53880.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,4.0,0.0,3.0,0.0
Medicine,Mechanical Engineer,22.0,Female,14.0,PhD,Medium,5.0,2.0,92.0,55672.0,9.0,0.0,4.0,1.0,0.0,0.0,3.0,2.0,9.0,0.0,3.0,1.0
Psychology,Economist,25.0,Male,6.0,High School,High,9.0,2.0,2.0,158053.0,6.0,0.0,8.0,0.0,0.0,1.0,7.0,2.0,4.0,0.0,0.0,2.0
Business,Business Analyst,44.0,Male,25.0,Bachelor's,High,1.0,7.0,99.0,102403.0,1.0,0.0,7.0,1.0,0.0,0.0,4.0,2.0,5.0,1.0,1.0,2.0
Computer Science,Business Analyst,38.0,Female,37.0,PhD,High,2.0,2.0,92.0,145145.0,4.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,3.0,2.0
Economics,Psychologist,23.0,Female,12.0,Bachelor's,High,8.0,4.0,90.0,113518.0,7.0,0.0,7.0,1.0,0.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0
Arts,Artist,51.0,Female,15.0,Master's,High,2.0,4.0,75.0,127138.0,2.0,0.0,3.0,0.0,0.0,1.0,4.0,1.0,10.0,1.0,2.0,2.0
Business,Lawyer,24.0,Female,29.0,Bachelor's,Low,10.0,10.0,6.0,149739.0,10.0,0.0,10.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,1.0,0.0
Arts,Lawyer,47.0,Female,15.0,Master's,High,3.0,5.0,32.0,113064.0,7.0,1.0,5.0,0.0,0.0,0.0,4.0,1.0,9.0,1.0,2.0,2.0
Economics,Artist,33.0,Male,10.0,High School,High,8.0,9.0,64.0,120852.0,6.0,0.0,1.0,0.0,1.0,0.0,10.0,2.0,9.0,0.0,0.0,2.0
Psychology,Lawyer,59.0,Male,20.0,Master's,Medium,10.0,3.0,46.0,182337.0,7.0,1.0,4.0,1.0,0.0,0.0,6.0,1.0,3.0,1.0,2.0,1.0
Biology,Economist,53.0,Female,22.0,Master's,Low,7.0,4.0,19.0,194572.0,8.0,0.0,5.0,0.0,0.0,0.0,10.0,1.0,8.0,0.0,2.0,0.0
Business,Software Developer,59.0,Male,12.0,Master's,Low,3.0,3.0,39.0,119393.0,5.0,0.0,10.0,0.0,0.0,0.0,8.0,1.0,8.0,1.0,2.0,0.0
Biology,Doctor,30.0,Female,35.0,Bachelor's,Low,1.0,2.0,42.0,115862.0,10.0,1.0,7.0,0.0,0.0,1.0,2.0,2.0,7.0,1.0,1.0,0.0
Arts,Artist,33.0,Female,9.0,PhD,Medium,1.0,8.0,98.0,60655.0,4.0,0.0,7.0,1.0,0.0,0.0,3.0,2.0,5.0,1.0,3.0,1.0
Mechanical Engineering,Economist,27.0,Female,39.0,Master's,Low,7.0,1.0,78.0,31880.71,8.0,0.0,3.0,1.0,0.0,0.0,7.0,1.0,8.0,1.0,2.0,0.0
Economics,Teacher,58.0,Female,25.0,High School,Medium,1.0,3.0,60.0,62383.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0
Arts,Psychologist,46.0,Male,4.0,High School,Low,3.0,5.0,63.0,88204.0,8.0,1.0,3.0,0.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0
Biology,Doctor,43.0,Male,32.0,High School,Medium,6.0,3.0,16.0,133180.0,9.0,0.0,2.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0
Arts,Doctor,24.0,Female,26.0,Master's,Low,3.0,7.0,7.0,109142.0,2.0,0.0,5.0,1.0,0.0,1.0,4.0,0.0,7.0,1.0,2.0,0.0
Computer Science,Teacher,30.0,Male,17.0,Master's,Medium,1.0,7.0,19.0,120933.0,7.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,2.0,1.0
Biology,Artist,23.0,Male,18.0,Bachelor's,Low,2.0,5.0,61.0,182307.0,5.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,9.0,1.0,1.0,0.0
Law,Software Developer,48.0,Female,25.0,PhD,Medium,9.0,10.0,3.0,144717.0,3.0,0.0,3.0,0.0,1.0,0.0,8.0,1.0,6.0,0.0,3.0,1.0
Mechanical Engineering,Artist,41.0,Male,29.0,PhD,Low,2.0,8.0,99.0,102401.0,9.0,0.0,5.0,1.0,0.0,0.0,5.0,2.0,3.0,1.0,3.0,0.0
Business,Lawyer,41.0,Female,10.0,Bachelor's,High,9.0,7.0,16.0,197518.0,5.0,0.0,7.0,1.0,0.0,0.0,10.0,2.0,5.0,0.0,1.0,2.0
Biology,Lawyer,35.0,Female,27.0,High School,Medium,2.0,1.0,44.0,177806.0,7.0,0.0,4.0,1.0,0.0,0.0,6.0,2.0,6.0,1.0,0.0,1.0
Education,Artist,41.0,Male,25.0,Bachelor's,Low,8.0,8.0,41.0,105058.0,7.0,0.0,5.0,1.0,0.0,0.0,9.0,2.0,8.0,0.0,1.0,0.0
Law,Economist,57.0,Female,14.0,Bachelor's,Medium,6.0,9.0,42.0,78284.0,1.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0
Economics,Teacher,56.0,Male,8.0,High School,Medium,8.0,3.0,15.0,40237.0,9.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,5.0,1.0,0.0,1.0
Medicine,Artist,24.0,Female,34.0,High School,Low,10.0,1.0,65.0,94617.0,4.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,6.0,0.0,0.0,0.0
